urdu_text,is_sarcastic,,,,,,
"رنـگ دوݪـت بـعـدے...
#انتخابات۱۴۰۰
#رنگ_دولت
#طنز https://t.co/2o8YAeXtxa",1,,,,,,
"“ ڈبے کا دودھ اسکی ملائی کمال ہے “ 

“ اور سرمہ دانیوں میں سلائی کمال ہے “ 

“ مدت سے کھا رہا ہوں کمائے بغیر میں “ 

“ لیکن ادھر ادھر کی کمائی کمال ہے “ 

#Urdu 

علاء الدین #ہمدم خانزادہ 

@alauddinkhanzad

 سبسکرائب کریں #طنز و #مزاح شاعری 

https://t.co/YPs5kWQGtG

—- https://t.co/CC5ZS5ZpGl",1,,,,,,
انشاء اللہ ضرور اللہ کرے ہو جائے جلدی ٹھیک 😍اُس کو بتا دینا تنہا مس کر رہی twitter پہ اُسے 😔,0,,,,,,
قاسم بھائی آپکو بہت بہت مبارک ہو 🌹🌹🌹,0,,,,,,
آہو 😂😂 بتانا نہیں کہیں مروادو مجھ کو 🤣🤣,0,,,,,,
"#طنز
کوئی ہندو کوئی مسلم کوئی عیسائی ہے 
سب نے انسان نہ بننے کی قسم کھائی ہے 
#ندا_فاضلی",1,,,,,,
"شاگردوں کے پیچھے چھپنے کی کوئی گنجائش نہیں...
اب کی بار از خود تشریف لا کر دنیا کو بتا دیں کہ آپ #کنز ہیں یا نرا #طنز ہیں... https://t.co/WCtWfrm9uX",1,,,,,,
"@Aadiiroy وکلا کے خلاف ایکشن کا کیا مطلب۔۔
#طنز",1,,,,,,
اوہ بد تمیز تیری بہن کدھر ہے سمجھا کو اسے 😡😡😡😡,0,,,,,,
 اللّٰہ نکاح کے بعد ہر لڑکی کا نصیب اچھا کر دے❤ الہی آمین,0,,,,,,
آسان الفاظ میں نون لیگ کے ساتھ ہاتھ ہو گیا۔ نون لیگ آوٹ 😂,0,,,,,,
"جو ممالک اسرائیل کو تسلیم کریں گے وہاں گوگل، فیس بک، ٹویٹر سب کچھ ہوگا، جو نہیں تسلیم کریں ان کیلئے سب کچھ بند۔ اب کرو فیصلہ۔  #طنز
#Google #YouTubeDOWN #YouTube",1,,,,,,
"آپ کے بقول تو ابھی تک ن لیگ کو انصاف نہیں مل رہا یہ تو پھر ہی بوڑھی ماں ہے۔
#طنز https://t.co/UXsxyOHAQe",1,,,,,,
"راولپنڈی ایکسپریس کا ""سینس آف ھیومر"" بہت اچھا ہے ۔۔۔ ایسا باریک #طنز فرما گئے ہیں کہ واہ 🤭😝😏🥸
#اچھاسوری https://t.co/K7bN87ZN26",1,,,,,,
 لوگ وہی خوبصورت ہوتے ہیں جن سے بات کر کے دل ہلکا اور پر سکون ہو جائے❤️🔥🔥 ✍️✍️✍️,0,,,,,,
تو جو میرے ساتھ ہے💞,0,,,,,,
شیطان تو آب ہم سے مشورے لیتا ہے جناب 😜😍,0,,,,,,
"@an_padh @Nabeha_01 ہمیں پتہ ہوتا تو ہم پہلے ہی لکھ دیتے
ہم نے محض #حسد میں #طنز کر دیا
🤡😎🤡

#سوچئے",1,,,,,,
"آپ نے
#بغض میں
#تعصب میں
یا
#طنز میں لکھا ہے؟

جبکہ
ہمارا مؤقف واضح ہے
#سوچئے 

صدام حسین کے دور میں
کتنا ہی عرصہ تمام روضے #قبضے میں رہے
اور
امام حسینؑ سے زیادہ محترم انکی والدہ ہیں
جنکا روضہ بری حالت میں ہے
لیکن۔۔
اسے حاصل کرنے کیلۓ کبھی #فساد نہ کیا
روضے کی
#حرمت مقصود ہے https://t.co/QW6zAsvYrQ",1,,,,,,
"@QuraishiHaya آپ نے
#بغض میں
#تعصب میں
یا
#طنز میں لکھا ہے؟

جبکہ
ہمارا مؤقف واضح ہے
#سوچئے 

صدام حسین کے دور میں
کتنا ہی عرصہ تمام روضے #قبضے میں رہے
اور
امام حسینؑ سے زیادہ محترم انکی والدہ ہیں
جنکا روضہ بری حالت میں ہے
لیکن۔۔
اسے حاصل کرنے کیلۓ کبھی #",1,,,,,,
راجہ بھی لاجواب تھا صحرائے عشق کا لیکن دیارِ حسن کی رانى غضب کی تھى ❤️❤️❤️,0,,,,,,
" کون ہمارے آئی جی کو اغوا کر کے لے کر گئے، جواب دیں 👇 بلاول بھٹو زرداری",0,,,,,,
 Thanx dear bro Asif❤❤ ... .. انشاءاللہ ہم سب مل کر بہاولنگر ضلع کی ایک بہترین اور مضبوط ٹیم بنائ…,0,,,,,,
"کسی بھی انسان کو جینڈر کے حوالے سے #طنز کرنا، صنف کی بنیاد پر کمتر جاننا یا کسی کی تضحیک کے لیے دوسری جینڈر تھوپنا ۔۔۔۔ ہر پہلو سے بدبودار رویہ ہے۔ ایسا کرنے والوں کو کال آؤٹ نہ کرنے یا مارجن دینے والے برابر کے حصے دار ہیں۔",1,,,,,,
"قدیم دستتو مے شستی
 تا یه هفته اعتبار داشت

ولے حالا شده رمز پویا😐
😂😂😂
#طنز",1,,,,,,
"هرکہ شـــــامش بیش 

رای اش بیشتـــــر👀😂

#انتخابات #۱۴۰۰ #جمهوری_اسلامی #گاندو #رای_من #طنز #طنزسیاسی #ایران #فارس #پنجشنبه #فوري",1,,,,,,
بہت بہت شکریہ بھائی 🌹🌹,0,,,,,,
اپنے اپ پر😇,0,,,,,,
 قاسم بھائی آپکو بہت بہت مبارک ہو 🌹🌹🌹,0,,,,,,
"جنـگـده هـاے سـعـودے در 
حـملہ بہ شہر مأ‌رب  یـمـن،
بہ اشـتـبـاه نیـرو هـاے نـظـامے عـربـستانے رو بـمـباران ڪردن!

سـال گـاو مـبارڪ🤣🤣🤣

#احمق‌هاے‌دوران
#طنز",1,,,,,,
"اب ہم بھارت میں موجود میاں نواز شریف کی شوگر ملز کی چینی کھائیں گے...
#طنز https://t.co/VFQCiBKUbq",1,,,,,,
"#اردو_زبان 

تمہارے  #شہر کو جاتے یہ #لاریوں والے۔
 
#صدا  لگاتے نہیں مجھ پہ  #طنز  کرتے ہیں۔ https://t.co/DJUoWG3F1d",1,,,,,,
"#تمھارے شہر کو جاتے یہ #لاریوں والے
#صدا نہیں لگاتے ، #مجھ پہ #طنز کرتے ہیں.",1,,,,,,
 24 گھنٹوں میں 5 فریڈم فائٹرز شہید اناللہ وانا الیہ راجعون 🍁🍁😢😢❤❤ اللھم تقبل شہادتہ اخواءننا آمین یا رب المجاہدین ❤😢😢⚔…,0,,,,,,
اسی دوران خلیفہ ولید اور گورنر حجاج بن یوسف کا یکے بعد دیگر انتقال ہو گیا۔ اورخلیفہ سلمان نے تخت نشینی کے بعد حجاج بن یوسف کے خاندان پر ظلم کیے۔ فتح ہند کے بعد خلیفہ سلیمان نے محمد بن قاسم کو واپس بلا کر قید کر ادیا۔ محمد بن قاسم 7ماہ قید میں ہی وفات پا گئے۔ خلیفہ سلیمان نے 🙃👇,0,,,,,,
"راجہ دا ہر کی راج دہانی سندھ میں بھیجا۔ راجہ داہر اپنی فوج سمیت جھنگ میں مارا گیا۔ محمد بن قاسم نے ملتان،بیکانیر،ستلج،دہلی،دریائے سرسوتی تک کا علاقہ فتح کر لیا۔ یوں آریحائی لوگ برصغیر کے طول و عرض میں پھیل گئے۔ جرنیل سپہ سالار محمد بن قاسم ساڑھے 3سال ہند ،سندھ میں رہے۔ 👇🙏",0,,,,,,
"جو آنا چاہو ہزار راستے، نہ آنا ہو تو عزر ہزاروں مزج برہم تویل راستے، برستی برش خراب موسم 🔥🍂_______،،،،،",0,,,,,,
"ہم اپنی عادت سے مجبور ہیں۔ کِسی اور قوم کے لوگوں کو انسان ہی نہیں سمجھتے۔ یقین مانیں کسی کی دِل آزاری کرنا ہر گِز مقصد نہیں تھا۔ عامر لیاقت حسین  

#طنز https://t.co/kP0m3Jzx34",1,,,,,,
"لاہور کے ریسٹورنٹ ""شوگر ڈیڈی"" کا طنزیہ دعوت نامہ، کیفے کنولی کی ویڈیو وائرل ہونے کے بعد خود کو مشہور کرنے کی کوشش

https://t.co/ItY8u0WHQb

#نیوز360 
#پاکستان #شوگرڈیڈی #کیفے_کنولی  #کنولی_ریسٹورنٹ #لاہور #اسلام_آباد #طنز #انگریزی #دعوت_نامہ",1,,,,,,
"#طنز
خود کو بکھرتے دیکھتے ہیں کچھ کر نہیں پاتے ہیں 
پھر بھی لوگ خداؤں جیسی باتیں کرتے ہیں 
#افتخار_عارف",1,,,,,,
"#طنز
بسکہ دشوار ہے ہر کام کا آساں ہونا 
آدمی کو بھی میسر نہیں انساں ہونا 
#مرزا_غالب",1,,,,,,
پاک فوج ❣️❣️,0,,,,,,
ان بیغیرتوں کے ابا بھی مر جائیں تو ان کو افسوس نہ ہوگا یہ بیان ان کا محض ڈرامے پر مبنی ہے۔۔😅,0,,,,,,
اللہ رحم کرے ۔۔۔۔ لیکن مینو یقین اے اس نے معافی تلافی کر لی ہونی ہون تک 😂😂😂😂,0,,,,,,
میرے لحد پہ کھڑے ہو کر یہ جو روتے ہیں ابھی اٹھ جاؤں تو جینے نہ دے مجھے 😒😥,0,,,,,,
"شیخ رشید نے فوج کی مدد سے کورونا کو بھی شکست دے دی۔ (فوج کا مطلب فوجی ہسپتال پڑھا اور سمجھا جائے)۔
#شہریاریاں_ڈاٹ_کام #طنز #sheikhrasheed",1,,,,,,
"جس وزیراعظم کی نہ پٹرول پمپ والا مان رہا ہے. نہ مرغی کا گوشت بیچنے والا...
وہی عمران خان کہہ رہا ہے. کہ ملک میں سب کچھ اس کی مرضی سے اچھا ہو رہا ہے...
#طنز",1,,,,,,
"11 مئی 1974 کو بھارت نے پہلا ایٹمی دھماکہ کیا. بھٹو کو چاہیے تھا کہ جمعہ والے دن آدھا گھنٹہ کھڑا ہو جاتا. مگر اس بے وقوف نے ایٹمی پروگرام شروع کر دیا.
پھر نواز شریف کے دور میں 11 مئی کو بھارت نے دھماکہ کیا. تو غدار نواز شریف نے کالی پٹی باندھنے کے بجائے دھماکہ کر دیا
#طنز",1,,,,,,
"جو مرد شادی کے وقت جہیز مانگتے ہیں. ان کو #رمضان میں صدقہ و زکوٰۃ بھی مانگنی چاہیے...
#طنز",1,,,,,,
جس نے میاں نوں ستایا اس فئر رکشا ای چلایا 😂,0,,,,,,
کوئی گانا ڈی ایم کر دؤ نا فر 🙉🙈🙊,0,,,,,,
آپ چپ کرو آپ توگر گئے تھے بچپن میں😂,0,,,,,,
جیوووو پئے ھمیشہ عافیت آلی زندگی نال 👍,0,,,,,,
"پٹواری : نہ عمران خان کی قیادت میں پاکستان 92 کا ورلڈ کپ جیتتا نہ یہ دن دیکھنا پڑتا...
انصافی : نہ میاں نواز شریف کی قیادت میں پاکستان ایٹمی دھماکے کرتا. نہ یہ دیکھنا پڑتا...

مگر انصافیوں کے بقول غدار پھر بھی میاں نواز شریف
#طنز",1,,,,,,
"مؤرخ نے اتنا با خبر پاکستانی حکمران پہلی بار دیکھا...#طنز 
شب برات کل رات تھی. ٹوئٹ آج کی گئی... https://t.co/sMfjqGknKW",1,,,,,,
"مہذب ،ترقی یافتہ اور امن پسند مغربی ممالک کرونا کے خلاف جنگ میں شدید مصروف ہیں

نتیجہ : دنیا میں دہشت گردی رکی ہوئی ہے....
#طنز",1,,,,,,
"مفت راشن  بٹتا  رہا، فوٹو  سیشن  ہوتے رہے

غریب شہر عزت نفس کے زیاں سے چل بسا

#شعر #امداد #طنز",1,,,,,,
جب مرنا ہی ٹہرا ہے تو مجھ پر ہی مر جاؤ😜,0,,,,,,
میاں صاحب نے خود ہی تو اسے ساری کہانی سے نکال باہر کیا تھا😎,0,,,,,,
" کیا حسن اتفاق ہے ان کی گلی میں ہم اک کام سے گئے تھے، ہر کام سے گئے۔۔🔥❤",0,,,,,,
ہم تو اس غم میں شہید ہو جائیں گے تسی نہ جانا 💔,0,,,,,,
"اگر تین فیصد صرف مرے... تو 25 کروڑ کا تین فیصد بنے... 75 لاکھ
اس کا مطلب پاکستانی آبادی میں سے 75 لاکھ صرف کم ہوں گے
#طنز https://t.co/6tKdYJ3tan",1,,,,,,
"یہ وہ چیز ہےجو ہم #براسٹیکس میں کرتےہیں۔۔۔ وہ #کہانی تلاش کرتےہیں جسےوہ #چھپانے کی کوشش کرتےہیں!

مجھےصرف ایک نرم یاد دہانی دہرانےدیں۔ ہم #توہین، #طنز، #گالیوں اور #تنقید کو ہلکے نہیں لیتے۔ اگر آپکو بلاک کیا جائےتو یہ آپ ہی کا نقصان ہوگا۔ لہذا محتاط رہیں۔

میرا پیج، میری مرضی۔۔🤓 https://t.co/PWyvR3SBBQ",1,,,,,,
"50 کروڑ سے کم کی کرپشن پاکستان اور پاکستانیوں کے لئے مفید ہوتی ہے. اس لئے نیب آرڈیننس کی ضرورت محسوس کی خان صاحب نے...
#طنز",1,,,,,,
لگتا ہے شریف فیملی سے نئی قسط ملی ہے... #طنز https://t.co/NccJ8iSPEa,1,,,,,,
تسی نہ جاؤ 😒,0,,,,,,
اللہ معاف کرے ایسی کونسی غلطی کر دی میں نے 😂,0,,,,,,
نورانی صاحب ایک پڑے لکھے اور نظریاتی شخص ہیں ... سب سے بڑی بات کہ سیاست میں مذہب کا استعمال نہیں کرتے ... .. سیاست کو سیاست کے دائرے میں رکھتے ہیں ❤️,0,,,,,,
ماشاءاللہ ماشاءاللہ اور پانامہ پر بھی سوار ہے 😂,0,,,,,,
"حمزہ شہباز اتنا طاقتور ہو گیا. کہ حوالات میں بیٹھ کر بھی عوام کو شکنجے میں کس لیا...
#طنز https://t.co/TposPgjXhE",1,,,,,,
"#طنز و مزاح#

پاکستانی میڈیا اگر صرف یہ خبر چلا دے کہ
حافظ سعید اور ایک عدد ایٹم بم غائب ہے تو ایک دن کے اندر کشمیر بهارتی فوج سے خالی ہو جائے گا",1,,,,,,
3000 ارب ڈالر کی کرپشن کرنے والا صرف 28 کروڑ جمع کرائے... بلی بارگین میں اتنا سستا چھوٹ رہا ہے میاں... #طنز https://t.co/swS5GuieEh,1,,,,,,
"تمھاری مہارت کی لوگ مثال دیتے ہیں
مجھے خود غرض بننا ہے، اپنا شاگرد بنا لو

#طنز",1,,,,,,
 نیک بیوی گھر کے لیے اک نعمت سے کم نہیں 👸,0,,,,,,
مجھے بھی لگتا 👌👍,0,,,,,,
مریم کی نانی بننے میں اب بھی شکوک ہے کہ بنی کدھر سے ہیں کیونکہ وہ تو صفدر کو نوکر سمجھتی ہے افواہ یہ کہ سسرال قطری ہے 😅😅😅,0,,,,,,
اور آپ وہی ہیں جو مادر ملت فاطمہ جناح رحمتہ للّٰہ علیہ کو ایک جانور سے تشنح دینے والے شخص کے بیٹے کو سپورٹ کرتے ہیں؟ اور آہ بیٹھا گجرانولہ کا اب سے بڑا قبضہ گروپ بھی ہے۔ یہ سب کیسے کر لیتے ہیں جناب آپ؟ 😂😂,0,,,,,,
"قربانی مشکل کر کے خان صاحب کو کیا فکر... وہ پاک پتن کے مزار پر سر جھکا کر گناہ بخشوا لیں گے... مسئلہ تو ہم کو ہے. جن نے نماز، روزہ، حج، قربانی وغیرہ جیسی عبادات سے اللہ کو راضی کرنے کی ادنیٰ سی کوشش کرنی ہے... #طنز",1,,,,,,
"😂😂😂
کفار کی بات ہم نہیں مانتے۔ انضما جیسے مذھبی انسان دوست اور ""ایماندار""شخص یہ کبھی نہیں مانتا اگر ملتا بھی۔
#طنز https://t.co/Gzy12lOg21",1,,,,,,
"اب تو وہ #طنز بھی نہیں کرتا
اس کو کہچھ تو #بُرا لگا ہوا ہے😳😋",1,,,,,,
اس طرح صنعتوں کی ترقی ہوگی... یہ ہوتا ہے لیڈر ایسے بہادر فیصلے کرنے والا... #طنز https://t.co/jwEUXuzsUc,1,,,,,,
ائے پوائٹ آوٹ نکو کرو بابا 😂😂😂😍🤚,0,,,,,,
واہ ... ❤️❤️😍 ڈن ہو گیا,0,,,,,,
ماشاالّٰلہ ❤️❤️❤️,0,,,,,,
 ناکام ہو جاتی ہیں میری ساری کوششیں تمہاری ناراضگی کے آگے ساحل ناجانے کہاں سے سیکھا ہے تُو نے یہ 👈 😔ٹینڈے جیسا منہ بنانا…,0,,,,,,
"@muamir ھاھاھا_____*تاریک صبح
اب یوتھیوں کو کون سمجھائے کہ سرکار نے #طنز کی ہے",1,,,,,,
"ایران نے نہیں. مگر میاں نواز شریف غدار نے تو کل تسلیم کیا. کہ ایران کے خلاف پاکستانی سر زمین استعمال ہو چکی ہے...
#طنز https://t.co/tYqTQ1rqhh",1,,,,,,
"اچھے ہوتے ہیں برے لوگ
کیونکہ وہ اچھا ہونے کا دعویٰ نہیں کرتے...
#طنز",1,,,,,,
"برائلر نہ کھائیں. کیونکہ وہ سست جانور ہے. بھینس کا دودھ پئیں. کیونکہ وہ جمناسٹکس کھیلتی ہے..
نوٹ :  اپنی عادات بدلیں. جانور نہیں...
#طنز
 #وٹس_ایپ",1,,,,,,
"تیری محبت سے لے کر تیرے الوداع کہنے تک،، ہم نے صرف تجهے چاہا؛ تجهہ سے کچهہ نہیں چاہا۔ 💔💔💔",0,,,,,,
پتا اے مجاق کرری سی میں😂😂,0,,,,,,
"زبردست 👏👏👏 حالات مشکل ہیں، مگر ناممکن کچھ نہیں ہم سب کچھ جانتے ہیں کہ ملک کے حالات کیا تھے تو انشاء اللہ اگلے پانچ سال بھی عمران خان کو دیں گے✌",0,,,,,,
باندری کو دیکھے یہ ہے وہ الگ مخلوق 😂🤣 جو ایک دوسرے کو اچھی طرح جانتے ہے 😂,0,,,,,,
"جاپان بہت بڑا جاھل ملک ہے جو ایٹمی حملے برداشت کرکے بھی بغیر ایٹم بم کے ترقی کررہا ہے۔
#طنز",1,,,,,,
"انڈین ایرفورس پر  #پاکستان میں بسنے والے ایک
 چنیوٹی مراثی کا #طنز ۔۔۔ 

انی دیو اے مذاق😂😂",1,,,,,,
"@pfaruki ہا ہا ہا ہا 😂😂

کمال لکھا ہے بھئی👌👍👏

#طنز",1,,,,,,
اور گورنمنٹ کالج فیصل آباد کے بینر پر لیپ ٹاپ کے اشتہار میں عمران خان کی تصویر پر #طنز کرنے والے ن لیگی #دانشوڑوں کو چپیڑیں پڑنی شروع ہو گئی ہیں 🤣,1,,,,,,
'' •پھٹ جائیں گئ کسی دن یہ رگیں دماغ کی چیخوں گا کبھی اتنا کہ تم یاد رکھوگے 💔🥀🔥💯 ع_عائشہ,0,,,,,,
 ہمارے علاقے میں 860 مل رہا ہے 🙌🏻,0,,,,,,
 مُخلص ہونا بھی جُرم ہے دورِ حاضر میں ۔۔۔🎭,0,,,,,,
😝😝😝 نیازی زخمی سور وانگوں ہویا پیا ... آخری سٹ وجنی ہن اینو.. انشاءاللہ,0,,,,,,
"یہ پے تبدیلی. خان صاحب اپنے پر بھی تنقید کر رہے ہیں...
#طنز
https://t.co/iMOlWyyNX1",1,,,,,,
"ایک اہم سوال

یہ جو ہرطرف افراتفری مچی ہویی ہے بیروزگاری،استادوں کا قتل ، گھرون دکانوں کی توڑ پھوڑعظیم لوگ جیلوں میں کیا یہ سب نوازشریف ""کرپٹ""کے دور میں بھی ہوتا تھا ؟

#طنز",1,,,,,,
"خان صاحب نے مرغیوں کی بات کر کے حمزہ شہباز کے کاروبار کو بڑھوتری دی...

لگدا اے ڈیل ہو گئی😉

#طنز",1,,,,,,
"حیرت انگیز چیزوں کے بارے میں ایک حیرت انگیز بات تو یہ ہے کہ انہیں دیکھ کر نئی نسل کو بالکل حیرت نہیں ہوتی

#صفی 
#طنز",1,,,,,,
درویش جیل سے چھٹ گیا ہے 😀 لیڈر بن کر نکلا ہے شاید 😁,0,,,,,,
😲😲😂🤣🤣🏃🏃🏃🏃🏃🏃🏃 اوکے پھوپھا جی ویسے پھپھو سوہنی بہت 🏃🏃🏃🏃🏃🏃,0,,,,,,
صلَّی اللّٰهُ علیہ وآلہ واصحابہ وبارک وسلَّم 💕,0,,,,,,
"دست قدرت نے ایسا بنایا تجھے، جملہ اوصاف سے خود سجایا تجھے ❤️ MarhabaYaMustafa SAWW",0,,,,,,
"دنیا کی سب سے تیز رفتار ترین چیز اتوار کی چھٹی ہے، آناً فاناً گزر جاتی ہے!!!

#صفی 
#طنز",1,,,,,,
"ہر شخص کے اندر ایک ڈراؤنا انسان چھپا ہوتا ہے جو صرف شناختی کارڈ پر نظر آتا ہے۔

#صفی 
#طنز",1,,,,,,
"آپ کے سینڈوچ سے کاکروچ کا برآمد ہونا کوئی مسئلہ نہیں لیکن آپ کے آدهے کهائے ہوئے سینڈوچ سے آدها کاکروچ کا برآمد ہونا مسئلہ ہو سکتا ہے

#صفی 
#طنز",1,,,,,,
"جو پیر، اتوار کے بعد آتا ہے اس کا کوئی مرید نہیں ہوتا ۔ ۔ ۔ ۔

#صفی 
#طنز",1,,,,,,
😂😂😂 سمجھ تو مجھے نہیں آ رہا یہاں کی دنیا عجیب سی ہے,0,,,,,,
 میں چاہتی ہوں فری وڈیو کال پہ بڈے وش کرے 😋😛,0,,,,,,
شکریہ ❣️,0,,,,,,
لوگوں کے لیے اپنا ویٹ کم کرنا مسلہ ہوتا ھے اور مجھے اپنا ویٹ بڑھانا بہت مشکل کام لگتا ھے 🙁کتنا کھاوں انسان ہوں جن تو نہیں 😢,0,,,,,,
"جو لوگ مِلک بسکٹ چائے میں ڈبوکر ثابت نکال لیتے ہیں وہ لوگ دنیا میں کچھ بھی کرسکتے ہیں

#صفی 
#طنز",1,,,,,,
"گاجر کا حلوہ بنانے کے لیے عورتیں مہنگے ڈرائی فروٹ کھویا وغیرہ سب خرید لیں گی لیکن گاجر جب تک دس روپیہ کلو نہ ہوجائے,تب تک حلوہ بنانے کا پروگرام پینڈینگ رکھتی ہیں.

#صفی 
#طنز",1,,,,,,
"ایک سال سے پسند کی شادی کے لئے 
جو وظیفہ پڑھ رہا تھا،
آج کسی نے بتایا کہ وہ سعودی عرب کا قومی ترانہ ہے

#صفی 
#طنز",1,,,,,,
"آج کل روتے ہوئے بچے کو موبائل ایسے تھما دیا جاتا ہے جسے ایمرجنسی وارڈ میں مریض کو آکسیجن کی ضرورت ہو

#صفی 
#طنز",1,,,,,,
 قرآن سے اقتباس بیٹی کی پیدائش کی خوشخبری بھی اسی جوش وخروش کیساتھ دینی چاہئے جس طرح لڑکے کی پیدائش پر دی جاتی ہے۔۔😊…,0,,,,,,
ہاہاہا کتنا عرصہ پتہ ہی نہیں چلا کہ ڈی ایم ہوتا کیا ہے اور جب پتہ چلا تو ایک دن کی ڈی ایم لمٹ بھی ختم کردی۔ 😂😂,0,,,,,,
کچھ صحافیوں کو تو کھسرے کے اوزار دئے ہیں کہ جونسا بھی سائڈ لو تو استعمال کر سکو۔ مثلا '' آج کامران خان کے ساتھ 😃,0,,,,,,
کوئی فرق نہیں پڑتا اگر سندھ پولیس افسران چھٹی پر چلے گئے ہیں ۔ ٹائیگر فورس کو اسی دن کے لیئے تو تیار کیا تھا ۔ فیاض چوہان اور ڈاکٹر شہباز گل 😁😝😝,0,,,,,,
"کھانےکے معاملے میں کچھ دوستوں کا منہ ہر وقت پستے کی طرح کھلا رہتا ہے اور جب کھلانے کی باری آئے تو اخروٹ بن جاتے ہیں ۔

#صفی 
#طنز",1,,,,,,
"کبھی کبھی لگتا ہے کہ تمام پریشانیوں کی وجہ وہ  ""میسج"" ہے جو دس لوگوں کو نہیں بھیج سکا۔

#صفی
#طنز",1,,,,,,
@Tallat84546392 @sheikhsafina @fawadchaudhry اگر تعریف ہے تو شُکریہ اگر #طنز ہے پھر ڈبل شکریہ,1,,,,,,
"@RoohCharsi @IK_Force عاشقی معشوقی بھی باندر کلے کا کھیل ہے ادھر گھر پتا لگا ادھر دے لتر تے لتر 😕😬
#طنز",1,,,,,,
انشاء اللہ گورنر راج 💪 اللہ سے دعا ہے♥️ SindhGovt DGISPR,0,,,,,,
وہ بھی جعلی 😅,0,,,,,,
دل پریشان ہو تو کیا کیجئے خدارا چپ رہ کر مزہ لیجئے 😜,0,,,,,,
 سنا ہے آرمی چیف صاحب نے ووٹ چوری کا نوٹس لے بہت خوب 🌷🌷,0,,,,,,
ایک شے ہوتی ہے #طنز جس کی سمجھ بوجھ ہمارے معاشرے میں کم سے کم تَر ہوتی چلی جارہی ہے ۔,1,,,,,,
"یہ پنجاب پولیس کی طرف داری کب سے شروع کی آپ نے
آپ کو بھی پتہ ہے کہ پنجاب پولیس عورتوں کی کتنی عزت کرتی ہے #طنز https://t.co/wE7ryXXpT2",1,,,,,,
"بس موقع ملنا چاہیئے لوگوں کو !!
سب بہتی گنگا میں ہاتھ دھونے کے لئے تیار رہتے ہیں !!
😒
#طنز",1,,,,,,
"خوبصورت عورت کو جہاں دیکھو وہیں قتل کردو
کیونکہ وہ شاعر، مصور، ادیب اور دانشور
 پیدا کرتی ہے.
جبکہ ہمیں جنگی سپاہیوں کی ضرورت ہے.

ایڈولف ھٹلر
🙈😂

#طنز #سوچئے #عورت #اردو #اچھے_الفاظ",1,,,,,,
میں ماضی کی انتہائی بے وقوف اور حال کی بھی بےوقوف لڑکی ہی ہوں.. نہیں اپکو کیا لگا میں سمجھدار ہو گئ ہونی 😐🙄 نہیں یہ سمجھدار یونے والا سسٹم مجھ میں نہیں ہے 😞😐😐,0,,,,,,
 دو سال گزر گئے 😷 اور دو سال پہلے والے پاکستان سے آج کے پاکستان کا موازنہ کر لیں کہ میرے قائد نے اسے کہا ترق…,0,,,,,,
اس وقت ن لیگ مقبول ترین جبکہ پی ٹی آئی مجبور ترین نظر آرہی ہے اور شیخ رشید فضول ترین نظر آرہے ہے..😂😊,0,,,,,,
کامران خان آپکی دن بھریہ زمہ داری لگائی گئی اپوزیشن کی کردار کشی اوراس پربھونکناہےآپ خوشامدگری وچاپلوسی سےاورکتنی دولت کماناچاہتےہیں موٹرسائیکل سےپیجارو پراڈو تک کےسفرمیں ضمیرکی لاش سےاٹھتی بدبوآپ کی ناک بند نہیں کرتی ہے 🙏,0,,,,,,
"@Xadeejournalist صحافت کا شہنشاہ، صالح ظافر۔
مبشر بھائی آپ صالح ظافر کی ""صحافت"" سے جلتے ہیں۔😂😂😂
#طنز",1,,,,,,
"جو لوگ شادی شدہ ہیں ان کو شادی مبارک
 اور
جو لوگ غیر شادی شدہ ہیں 
ان کو جشن آزادی مبارک 😜😜😜
#سوچ_کا_سفر  #طنز  #اچھے_الفاظ",1,,,,,,
صاف گو ہونا چاہیے مگر #سچ کہنے کی آڑ میں #طنز کر جانے کا فن کچھ لوگوں کے پاس وافر مقدار میں ہوتا ہے...,1,,,,,,
"نئی تہذیب فارن کی وبا معلوم ہوتی ہے
پرانی قدر اب دیسی دوا معلوم ہوتی ہے
وہاں پہونچا دیا ہے ہم کو فیشن کے تھپڑوں نے 
جہاں زیب النّساء بھی جولیا معلوم ہوتی ہے
#اردوشاعری کامل ؔ بہرائچی #طنز #مزاح #بہرائچ https://t.co/fBxDtGmONk",1,,,,,,
اس فتح کے نشان والے جھنڈے کا نام آرئیہ ہوتا تھا۔ ارئیں قوم کا آبائی علاقہ دریائے اُردن یا دریائے فرات کے کنارے آریحا نامی مقام جو ملک شام کی سرزمین تھی۔ جب یہ لوگ سرزمین ہند پہنچے تو آرئیائی و آریحائی اور بعد ازاں آرائیں کہلائے۔ 🤣👇,0,,,,,,
کتاب کو فولّو کرتے کب ہم لوگ 😂,0,,,,,,
اس لیے آرائیوں کو آلِ زورعین بھی کہا جاتا ہے۔ پریم زورعین کی اُولادسے صحابی رسول حضرت نعمان زورعین رضی الله تعالی عنه ہیں جنہوں نے 632؁ء میں حضرت محمدؐ کا دعوت نامہ پڑھ کر اسلام قبول کر لیا تھا۔ آرئیا وہ افراد ہیں جو اسلامی جنگوں میں جھنڈوں کی حفاظت پر معمور ہوتے تھے۔ 😇👇,0,,,,,,
